@manan Hahaha don't worry Microsoft will giveaway WP7 devices to all attendees. :D	
It's confirmed: Microsoft is buying Skype! Announcement tomorrow. Article forthcoming #wp7 #wpd	
Microsoft really needs to let go of CE (Embedded Compact) and go full force with Windows Phone OS on all their mobile products.	1
I dislike the fact that Microsoft is adding less powerful #WP7 devices to their lineup. #IWantMorePower	
Will Windows Phone 8 Launch Microsoft Back In the Game? - Mashable	
@JeffWeber Microsoft did the same thing with #wp7 but they did it with lots and lots of "partnership" Money and FREE Engineering Teams	
Former Microsoft exec is new Nokia CEO...Nokia abandons its OS efforts in lieu of Windows Phone 7. Am I supposed to be surprised?	
Is @Microsoft  moving forward to a unified experience new #xbox360 dashboard hints of metro and has looks of #Windows8 and #WinPhone7	
Microsoft WP7 Team: Free EBook 'Programming Windows Phone 7' now Available!: wp.me/pVKuP-FV (via @theMolisticView )	
@WinPhoneSupport Just trying to exhaust my current options as @microsoftstore is out of stock with no eta for replacement. I need a phone.	
Windows Phone 7 Marketplace Hits 50,000 Apps, Still Lags: The market share of Microsoft's mobile platform was just 1.5 percent in the...	
@BenThePCGuy @microsoftstore Thank you Ben! Really impressed with Windows Phone!	
New @Xbox dashboard is so great. I've been Metrofied 100%: WP7, W8 DP, Xbox Fall Update. Metro is great. I like Tiles. Good work @microsoft	
Agreed.RT @Kosmatos: Game Center by Apple seems rushed out the door so Microsoft doesn't one-up Apple with XBox Live on WP7. #OneUppedAnyway	
In Windows Phone 7 session @ Microsoft DreamSpark Yatra , m going to compare my android phone's features ! #IITDSY	
Why wouldn't Microsoft merge Skype with Windows Phone? It could be completely transparent. Just need the deals with the carriers	1
Microsoft to allow OEMs to customise Windows Phone 8. Haven't we learnt from laptops that this is a really, really bad idea?	
Microsoft's Andy Lees: talking to your phone isn't super useful, NFC coming soon to Windows Phone Microsoft's President of Windows Phone,	
So, Steven Elop writes a memo saying that Nokia are on a burning platform, by the end of the week they are Partnering with Microsoft and WP7	
RT @revolutionwifi: Could the Xbox be key to a #Microsoft communications ecosystem for consumers, w/ Windows Phone, Skype, Hotmail? http ...	
@Microsoft_SG I did, the phones are pretty good, going to buy them #WindowsPhone	
@MicrosoftStore Thats not true.... my phone is as fast as any WP!! Oh, thats cause its a Windows Phone.. :) #WPLove	
@EdgarSouza "Nokia will bring its leading mobile devices, Microsoft will bring Windows Phone". ja fiz o meu.	
RT @devilherdue: Heads up, NYU #GGJ12: Microsoft rep is here! If you make a game for the Windows Phone, you get a Windows Phone.	
The Windows Phone 7 era is here and it looks like another Microsoft product that will fail.	
RT @brianfettner Wow, With Windows Phone 7, Did Microsoft Actually Bring A Gun To A Gun Fight? <---- and this from an Apple Fanboi!	
Text wrap Microsoft, haven't you heard of it? When I zoom in to make text readable, don't resize and force 3pt fonts on me! #windowsphone7.5	
Microsoft Patents ‘Avoid Ghetto' Feature For GPS Devices...LMFAO, Microsoft is too real for that...I'm about to get a windows phone	
Microsoft Set To Launch Windows Phone Tango In China On March 21 | TechCrunch basilpuglisi shortened a link to this page on bitly: http:/	
The battle of mobile ecosystems is now a three horse race: Apple's iOS, Google's Android, and Microsoft's Windows Phone	
RT @jhaggett: I think it's clear now that people do not want Windows Phone.  Microsoft has a bad connotation with people and Nokia bet t ...	1
Can I change the OS in HTC phones from Android to Microsoft Windows Phone?	
RT @Sushubh: now that nokia has decided to become microsoft's bitch. lets hope samsung, htc, lg discard wp7 and focus on android. mobile ...	
Ok so... Today I'll try again to enter my credit card on #apphub #wp7 #microsoft 	
@punkamainia it's a windows phone.. I can do everything yo. Make my ringtones.. Type essays on microsoft word etc start menu	
RT @itworldca: Nokia partners with Microsoft, adopts Windows Phone 7: Nokia announced its new strategy Friday to make Windows P... http: ...	
@Aniketh You talking about Google?!? All current Microsoft phones are similar and run the same OS & UI. And WP8 will run WP7 apps.	
A lot of new followers with .NET background. I take it that I'm still accepted in the Microsoft community despite my WP7 blog post :)	
RT @businessinsider: Can Microsoft And Nokia Make Windows Phone 7 The Most "Operator Friendly" With... $MSFT $NOK $GOOG $RIMM by @fromed ...	
@The_Zman @StegerGames and microsoft loosed some experienced #xna devs that now are developing on #ios #android instead of #wp7	
RT @GSMA_MBB: Microsoft unveils tools to lure Android developers to WP7: As expected, Microsoft launched tools intended to ena... http:/ ...	
RT @heyadam: I'm confident that Microsoft is on the right path with Windows Phone, but it's clearly 2 years behind Android and iOS. No m ...	
@MicrosoftHelps i see on the website that there has been two updates since mango for windows phone but zune says it is up to date	
Microsoft removes data-scarfing AVG app from Windows Phone Marketplace. cnet.co/oVc1yw	
What about Twitter integration? #microsoft #wp7	1
You'll starting seeing the word 'Nokia' on a map that you get from Microsoft properties over a period of time ~ @selop #WP7 #Samsung #HTC	
Rumor: Microsoft Eyeing Up FaceTime Competitor For Windows Phone 7 #copycat	
Microsoft Windows Phone 7.5 Mango,hehehe,wait for it soon!!!!its going to pit against iOS	
@JesseLiberty hey jesse, sorry to bother you, got a Q: Microsoft.Silverlight.WindowsPhone71.Overrides.targets" was not found. can you help ?	
RT @Microsoft: RT @kar0l: I loooove my Windows Phone 7 by @microsoft. It's so sleek and keeps me connected to everything/everyone! We lo ...	
Microsoft alone will push Windows Phone 7 software updates to end users and all Windows Phone 7 devices will be eligible for updates	
@Sorskoot how do u handle unittest #wcf svc with #wp7 assmbly & mstest? SqlCe is also not possible, can't find Microsoft.Phone.Data.Internal	
Woah. RT @montymetzger: Microsoft announcing a seamless connection of XBox kinnect and the Windows Phone 7 - enabling a new way of gaming	
RT @AronStevenson: #Mashable Microsoft Unleashes Windows Phone Mango - Microsoft has begun rolling out Windows Phone 7.5 &#8220;Mango,&. ...	
I want WP7s in my HD2, please HTC and Microsoft, make this possible, with a update.	1
@bcpk it's Microsoft making WP7 require too much power.	
Microsoft rolls out security update 7.0.7392.0 to Windows Phones	
When is Microsoft going to release the first wp7 update? Are the Carries and OEMs not making this easy or MS is the only to blame?	
@microsoftgulf Just smoked #smokedbywindowsphone with @MAFiA303 They were great sports about it  :) #opendoorgulf	
RT @TeriWanderi: Microsoft = world's biggest ecosystem.. Everyone who earth a computer in. Ke learnt via Windows. Nokia & #WindowsPhone  ...	
@ZeroKoll How about you write a WP7 app that snatches gear deals from the web through the Microsoft cloud? Oh wait... :)	1
@cdhowie Microsoft has multiple tiers of development privileges . Some can actually program out of the Sandbox in Native Code. #WP7	
Microsoft would have to try harder than its rivals in order to sell Windows Phone. Wait to see what happens. #smartphone #Windows	
#Microsoft says 90 percent of Windows Phone 7 updates working fine. Hrmm... when did 10 percent problem rate become acceptable?	
New post: Microsoft to release Windows Phone 7.5 in  http://www./03/2012/98983/microsoft-to-release-windows-phone-7-5-in-china-on-march-21st	
Microsoft boots Windows Phone manager following mini-review of Nokia's Mango handset: #N##TAB##N#The man who previously led the development o...	
We have NOT committed to doing a Windows Phone 7 version. Microsoft put the Angry Birds icon on their site without our permission. #Rovio	
@Microsoft where is mango update for Samsung Focus v1.4. I recommend do not get a windows phone @Micrsoft doesn't get how to do updates	
Microsoft is saying Windows Phone 7 can smack @JustinBieber, can't wait to see that! #GoDevMENTAL	
RT @kmalis2: Reading Steve Jobs' biography #windowsphone #microsoft #technology ##	
So #webOS devs prefar to go with #wp7 than the mega popular #android? Dont let #microsoft pull u just by giving u free #wp7 phones	
Learning SOOO much from the "Things I Wish I Knew 3 Months Ago about Building WP7 Applications" video from #microsoft #pdc.  Notes coming.	
@Foxmental_X Heh, he speaks the truth. @Microsoft needs to hurry up and keep pressure on with WP7	1
RT @BrierDudley: Was there a microsoft event in anaheim? 90% of people on my plane have windows phones ...	
Windows Phone surpasses Symbian in Britain: survey Sales of smartphones with Microsoft Windows software have surpassed those using Nokia'	
Zune pass in Australia please @microsoft I'm missing the extras it brings to #wp7	
So MicrosoftStore did skattertech win the Windows Phone Challenge or not? Sounds like he won to me.	
@liljrSanchez yeah e-mail says "Congratulations! You've won a free song download, thanks to Windows Phone awarded as 160 Microsoft Points."	
@droidconDE Augmented Reality session now starts at Humboldt Saal - in  the loft (3rd floor) runs #Microsoft #WP7 workshop. ^tk	
Microsoft not renewing some awesome Windows Phone MVPs this cycle. Sorry to see them go. Microsoft's loss. The program is headed south imo.	
RT @KookieKare: Microsoft Still Going After Royalties For Android: Sure, you can use Android instead of Windows Phone 7, but you s... ht ...	
@winphonesupport can you clarify the @microsoft blog post about the #wp7 #update process? many people think carriers have all power again.	
Microsoft vs. HP: Nokia Deal Makes Them Enemies: That's double what Apple and RIM sold combined. Does adding Windows Phone 7 to that ...	
I have an idea for Microsoft. Make an app on WP7 that can remote login into your desktop and u can do everything. Content creation I mean	1
@iCaptainHaddock i know tht i have reviewed #windowsphone7 n definitely im gonna get one frm microsoft..	
New post: Microsoft Windows Phone 7 Apps Demonstrated: Launch Encourages the Developers!	
To bad i have to watch game on wifes iphone cause my windows phone does not get sunday ticket app step it up @Microsoft	
@NehadHazem is now interacting with our Attendees in her session "Intro of Windows Phone" at #WPMania #MSPEgypt #Microsoft @MSPCU	
Microsoft officially launching Windows Phone in India on october 12th. Confirmed with the second teaser block your date mail.	
+1 RT @aymanelhattab: I love Windows Phone 7 #WP7 #Microsoft	
RT @dkdsgn: Cool and funny. Nicely done, Microsoft. RT @engadget Microsoft sends out Lego Windows Phone 7 mockup to executives  http://b ...	
Microsoft luring webOS developers with free Windows Phones	
Microsoft's Windows Phone Apps May Be Benefiting From HP, Google: Microsoft's Windows Phone now offers some 30000 apps. The platform ...	
Microsoft Windows Phones Built By Nokia Due in 2012	
RT @mohammedmahmoud: SMS from @VodafoneEgypt : HTC #WindowsPhone7 Devices is Now Available in Egypt #Microsoft	
on dat major laptop clean up... i kinda miss that windows phone... i dnt care if i`m giving bill gates more $$$ i like microsoft sh!+ 360sYO	
I'm beginning to wonder if there is anything WinPhone7 CAN do. No tethering, no verizon, no self-installed apps -WTF #Microsoft?	
RT @LocalJoost Microsoft support reports having found root cause of LG Optimus 7 update problems, more info within next 24 hours #wp7nl #fb	
RT @bigtomcat: Now the #Microsoft has put one note on android we can get some #google love on #wp7 #wp8???? A little gmail action at the ...	
Kinda want to buy (in some cases re-buy) games for Windows Phone for the Xbox Live integration. Well played Microsoft, well played.	
Just got my #WP7 phone couple days ago... now I feel like a rebel... with a microsoft product !	
HTC has released a series of videos showing their Windows Phone 7 smartphones running Microsoft's bran new mobile operating system.	
It's stupid to hate other platforms. tech = good #apple #windows8 #microsoft #wp7 #wp7 #windowsphone #google #android #chrome #ipad #iphone	
I've been seeing stuff about #WP7 surpassing iOS market share in 2015. I like Microsoft > Apple, but WP7 is a joke! Android is great though.	
The smart move for windows phone is for Microsoft to buy RIM. It's the only option to compete with i	1
RT @WindowsPhoneNZ: Microsoft's Andy Lees says from 2012 the hardware cost to build a #WP7 smartphone will be only US$100-150. Last year ...	
#microsoft Coming Soon to Windows Phone 7, 'Falling Birds', GET READY!!! 1536026	
@ngreader Oh yeah I got it on day one. Microsoft rocks, love #Mango #wp7	
#baddayfortech as @nokie and @microsoft form an "alliance" ... #winphone7 will be nokias #newos ... #badchoice	
Microsoft's Windows Phone 7 launch event is tomorrow. MS surprise us with some innovative features..  #WP7	
RT @MSAllAroundYou: As Windows Phone Entusiast I hope that microsoft will continue to partnership with others OEMs as, Dell, Asus, HTC,  ...	
To develop an application & test on your WP7, you need to pay #Microsoft $99 p.a. A punishment for enthusiasts! #windowsphone #bad	
Microsoft: Take care of Windows Phone owners!: BY ANDY IHNATKO ai@andyi.com April 24, 2012 11:06AM I love the latest edition of your ...	
RT @forumnokia: Video: Matt Bencke, GM of Windows Phone and Marketplace on Nokia/Microsoft Partnership: Opportunities for Developers htt ...	
RT @MyMicrosoftLife I see that Apple are copying features from #WP7 Mango and #Windows8, who are the innovators now?	
I love Microsoft more and more everyday. May should hurry up so I can upgrade to Windows Phone 7. :)	1
RT @UAlbanyTechHelp: Windows Phone to revive Nokia this year, says analyst: Focusing on Microsoft's mobile OS will help Nokia raise earning	
metroverload: the feeling that you're tired of seeing Microsoft use the WP7 'metro' UI design for every piece of visual communication	
Nokia-Microsoft partnership is quite expected since Nokia decided last year to hire a Microsoft manager to be their CEO. #WindowsPhone 7 FTW	
#Argentina Microsoft exec admits Windows Phone was response to Apple's iPhone - Apple Insider: CNET Microsoft exec admits Windows Phone...	
New Windows Phone 7 Games Revealed: ... Phone 7 was deemed an important asset to Microsoft's strategy, and so it was of course a welc...	
RT @Microsoft: Weekend Reading: @BillGates says young people will change the world, new Must Have Games on @WindowsPhone + more: http:// ...	
Microsoft Phone patch is on a CDN, hence slow rollout; not being rolled out in phases as Microsoft claims. #wp7	
Nokia is in trouble.Seeking help from Microsoft.Apparently they want to kill Symbian and start using WP7.Who couldn't have seen this coming?	
@NokiaUS Can I go back to Microsoft Store and get $100 of MicrosoftPoints? I'd feel "Good Will" for that solution. :) @Windowsphone @TMobile	
Windows phones are finally coming to sprint And Verizon. Now we're talking. #MicrosoftCES	
RT @CurrentAnalysis: Nokia + Microsoft + AT&T+ LTE: Lumia 900 Aims to Drive Many Agendas: AT&T's introduction of the Windows Phone Lu... ...	
The Nokia/Microsoft Windows Phone: A Preview     (ContributorNetwork)	
How come, every time I see a feature missing from WP7 I want to blame @malatesta77 for not telling Microsoft users want/need it. Lol...	
I generally agreed with microsoft keeping quiet on windows phone 8 to protect 7.5 sales but now the environment has changed	
Goodie vs. Baddies is coming along great. Should be available by next week on the Microsoft Marketplace. #wp7 #games #awesome	
Microsoft Celebrates WP7 with the Death of iPhone and BlackBerry	
Just a crazy thought. What if Microsoft bought thesixtyone.com and this was a tile on #WP7 named "Zune Discover" #justsayinperfectfit	1
@tomwarren Maybe Microsoft had to give in... in hopes they'll start pushing WP7 to consumers?	
Nokia and Microsoft enter strategic alliance on Windows Phone, Bing, Xbox Live and Office  via @engadget	
Did anyone ever think Nokia got its CEO from Microsoft because the board had already decided to go with WP7?!?	
Cant wait to see what Microsoft churns up for the WP7 refresh...	
on unbranded HD7 #WP7 phone. in .au - *STILL* No update. WTF is going on @MicrosoftHelps ?	
Hello Thailand Microsoft Research teases Windows Phones controlling Surfaces and crazy desktop UIs: Hey, look, at this point, we just...	
Agreed!! RT @topleya Microsoft are taking ages to validate #Beezz for #WindowsPhone - @windowsphone	
If Microsoft's WP7 had a bug like the iPhone one, no-one would be defending it. #justsaying	
Still loving my #wp7, #microsoft has done great work	
@sleekgem na microsoft windows phone developer meeting/Review #PhoneCampLagos	
Microsoft's head of software design for Windows Phone admits company redesigned of OS was a response	
Sometimes I wish I was a mole. Those lucky creatures simply can't see the infinite ugliness of #windowsphone #WP7 @Nokia @Microsoft	
Microsoft and Nokia joined together.Windows phone 7 will have an excellent future, believe me!	
Xbox Live companion apps now available for Windows Phone and iOS: #N##TAB##N#As expected, Microsoft has made the latest version of its Xbox C...	
Btw @musixmatch experience on #wp7 with Microsoft team was amazing. They really care abt developers and really supported us	
@Microsoft_SG Don't have a Windows Phone yet.	
Ugh the new xbox dashboard looks like windows phone 7 and windows 8, why is microsoft doing this haha	
Windows Phone has no Skype App so far. Really, Microsoft? Skype is now part of your company and has apps for nearly all other platforms.	
Attended a @WindowsPhoneInd Developer Camp today in Mumbai organized by @MicrosoftIndia. It was a great experience. #WindowsPhone #Microsoft	
WavefrontAC: Microsoft's Tango update explained in detail, widens the potential Windows Phone audience 60% http://t.......	
@stroughtonsmith i want wp7! but no one will port it to android phones because its not open source, @Microsoft should open source it	1
Hey @Microsoft - We want a great Windows phone on Verizon.	1
Apple has the 'iPhone'... Microsoft couldn't come up w a more clever name for their phone besides 'WindowsPhone' #randomtweet	
Hmm .. Microsoft SkyDrive seems pretty useless for Android users. Theres no app for it. Only iOS and WP7 ... suuuckkk!!	
And Microsoft Dropped the first bomb: #Twitter integration coming to #WP7	
@simontaghioff no longer open though.  Microsoft is more open than Google.  Like the Samsung Windows Phone?  Nokia is just a partner.	
RT @adampigg: to complement both me new Kindle and Lumia 800, ive downloaded microsofts free ebook on WP7 Programming....	
RT @mashable Will Microsoft's Buy-1-Get-1 Promo Boost Windows Phone 7 Sales? < no, regardless of the offer, it'll still be a Windows phone	
RT @ailon: Having @ChevronWP7 as paid Microsoft blessed service is actually a good idea. Even a small fee should cut off most of the war ...	
@jonathonfeit Hey Jonathon, what did you think about the #WindowsPhone and #Windows 8 gadgets at the #SXSW #Microsoft Lounge? ^LK	
#Blackberry slowing ur org down? Attend my #WP7 session at #Techdays_ca - 2:45pm - to learn how #Microsoft keeps ur org connected. #MVPBuzz	
Windows Phone LG Optimus 7.. great device! Thanks to Microsoft Live, even more impressed than the iPhone first impressions.... cool!	
RT @Chassit: OK, Microsoft keynote done. Next: wait patiently for #WP7 update.	
@Microsoft I'd like to, but I need a CDMA windows phone 7. #stillwaiting	1
Oh so Microsoft, the company that owns Skype and Windows Phone finally put the beta out. About got damn time.	
#MicrosoftCES Talking about "successes" of Windows Phone 7.	
@shapshak Most operator-friendly OS is so 2009.  Now we need the most user-friendly OS. #microsoft #nokia #windowsphone7 #mwc	1
RT @Lessien: Microsoft needs an OEM partner aggressively committed to building and promoting a great WP7 product line. Nokia may be that ...	1
Seems I have to tweet this: waiting for my #wp7 #delivery 3 weeks already. #Microsoft should fire a german partner account manager.	1
@KyleBolton All good points there, but I would say Microsoft is on a good path ATM with 7, Kinect, WP7 and the like...but that's just me! :)	
@cassieclare Microsoft is releasing a new version of Windows Phone later this year..its dubbed "Mango".. its just not right LOL	
RT @manan: here's something funny. Neither Microsoft's nor Nokia's press releases say "Windows Phone 7" just "Windows Phone"	
RT @Gusc: I am sure #WindowsPhone on @Nokia will be rock!!! #NokMsft #Microsoft #Nokia	
@yerga Or maybe they hired it due to his Microsoft relation and they already think to switch to WP7 before.	
#WP7, Looks like Microsoft in on the mobile comeback, could be an interesting market in the next 6 months.	
WP7 seems to have pretty deep integration with Facebook. Dunno if that's a pro or a con, but that's me. #microsoft #wp7	
@MohammadYassers (Cont.) 1. Know ur vission by Shady Na'em (from Vodafone) at AUC Old campus  2. Windows Phone 7 camping @ microsoft	
Bill's Daily TechPost: Analysts conservative in Microsoft claim it can capture 20% of smartphone market in 2/3 yrs with its Windows phone	
RT @CeeTechNews: Microsoft: Windows Phone 7.5 does not support NFC, coming next year: Microsoft was forced on Monday to correct a... htt ...	
Microsoft's #Windows Phone 7 app catalog has growth trajectory is impressive (50K+ apps now). 2 #apps still needed: #dropbox & #skype. #wp7	1
Windows Phone evangelist Ben Rudolph, with endorsement from Microsoft, is asking Android users to explain their #droidrage on Twitter...	
I wonder if AT&T pushes windows phones so hard because Microsoft doesn't give a shit about openness, unlike Android.	
Daily Beast Headline:  Microsoft will screw up Skype.  Don't jump to conclusions as Windows Phone 7 is arguably a great MS product.	
@WinPhoneSupport you lie! i talked to a woman on microsoft telephonesupport and she said that she knew the releasedate. it will be tomorrow!	
RT @DailyFXTeam: Microsoft says Windows Phone will outsell the #iphone in the Chinese market, but beating Google Android is a longer-ter ...	
RT @regvulture: Microsoft lobs out first Skype for Windows Phone: Now does straight-up video calls. Microsoft has delivered the firs... ht ...	
amazed by all the #nokia #microsoft haters. how many of you have actually tried #wp7?	
Amazon is working on a Kindle ebook reader for Microsoft Windows Phone 7 (#wp7)	
Hanging out at the Microsoft lounge, checking out the new Windows Phones and Windows 8	
@udithaumesh Buy an Android, wait till Opera mini comes along for Windows Phone, or wait till Microsoft pushes it along. :P #WP7	
Microsoft's #Windows Phone 7 s/w has a unique, modern design that many say is superior to Android's look.  #techtrends	
@windowsphone @Microsoft I'm on my 4th G-Nexus in 3 months... my friend at work got a Lumia 800. You did a phenomenal job with #WindowsPhone	
@LMNimran @mack005 There isn't USB/Mass Storage mode on the Lumia or WP7. Microsoft wants to trap you in their 'ecosystem'.	
Sue them RT @RovioMobile: We have NOT committed to doing a Windows Phone 7 version. Microsoft put the Angry Birds icon on their site withou	
"Microsoft Has Had [Voice Control] In Windows Phones For A Year." Says a lot about your #branding practices doesn't it? #mobile	
If the #windowsphone is anything like @microsoft's other probably won't work thumbs up to #blackberry!	
Trying the Microsoft Windows 8 Dev Preview. I like it so far. If final runs as butter-smooth as Windows Phone 7, this could really take-off.	
People who say it's too late for #wp7 have forgotten tech is all about change. The real question should be: will Microsoft stay committed?	
Video about #windowsphone wow amazing #psu #Microsoft #MS_Psu_event	
my first conclusion after testing Nokia Lumia 800 WP7 is that Microsoft should go on and buy Spotify ASAP & implement it in their OS please!	1
RT @MicrosoftJordan: Loving #WP7 already? Hurry up and get your own LG Windows Phone 7 device exclusively from @ZainJo	
And the manual @andyhadfield When you put Windows 8 and Windows Phone and XBOX 360 together... Microsoft is starting to make sense. Ballmer?	
Microsoft Launches Windows Phone 7.5 Mango In India - VC Circle	
'Windows Phone 7' launching on 21st October.. but no one seems to be exicited about it.. why? or am i missing something? :-S #WP7 #Microsoft	
Maybe Microsoft and HTC could work more closely together to better promote WP7.	1
I wish there's an instagram in #windowsphone #request #microsoft	1
@james_mac7 Microsoft seem to be getting better generally. Windows Phone, IE9. But then things like ribbon on Windows Explorer in Win 8...	
Microsoft-approved Windows Phone 7 unlocker discontinued (for the moment)	
Microsoft has had more positive press about #wp7 today than all #winmo combined ever... lol!	
RT @Alexia_Rae_: Will Windows Phone 7 turn into another great Microsoft product no one uses?: ... Google Nexus One, HTC EVO 4G, A... htt ...	
AM fed up of being the last. Windows Phone India site is still WinMo 6.5 specific. Screw you @MicrosoftIndia	
@Microsoft @Windows @Xbox @WindowsPhone Oh that sucks-.- I'm not from usa, and a lot of ppl are not from usa...	
RT @ImproviSoft: We're submitting INVASION for #WindowsPhone to Microsoft for testing today. It's completely FREE (No Ads!) & open-sourc ...	
Has Microsoft released #WP7 handset activation numbers for the holiday season?	
@Microsoft @WindowsPhone I don't understand why you offer such limited selection of phones w/Verizon. You're shooting yourself in the foot	
#Nokia Lumia 800 trending worldwide #Microsoft #WindowsPhone	
@dApollo1337 Your face when microsoft named Windows Phone 8 'Apollo'	
Nokia Will Make Microsoft Windows Phone 7 a Powerhouse-Outside of the US - eWeek	
Nokia has turned to Microsoft WP7 for rescue. Save yourself from a burning platform by jumping into a pool of lava. Odd.	
Within the last hour I have seen that siri ad 6 times. Most amazing iShit yet. Microsoft I have not seen a single #wp7 ad wtf	
Dear @windowsphone @Microsoft @WinPhoneSupport  notifications for Facebook & twitter isn't working properly in the me tile #wp7 please fix	1
@BizSolutions Windows Phone 7 users?  You mean Microsoft employees and partners who got freebies?	
@Sambucagirl windows phone 7 is OK - not something I would ever use though. Bluegh to Microsoft.	
Symbian is going to transition to Windows phone as quickly as possible #NokMSFT #nokia #microsoft #wp7 #bieber	
You have been invited to participate in Windows Phone Mango Beta 2 for WP Dev Devices Program on Microsoft Connect.  Sweet!	
RT @Microsoft4Ever: Microsoft paid Nokia $250 million to use Windows Phone in Q4 2011: As part of Nokia's quarterly financial report...  ...	
We'll be pitching our Windows Phone app in a couple of hours at Microsoft Dev Camp #DevcampLb #windowsphone #microsoft #mobile.	
IT just enabled Lync for mobile.  Sent out instructions for iPhone and Android, no mention of WP7 (and we're a Microsoft shop)	
RT @windowsphonenet: Microsoft shows off new Games Hub for Windows Phone 7 Mango ?Joystiq: TechEye Microsoft shows off new Games Hub... ...	
Microsoft rolls out updated Windows Phone 7 Connector for Mac: #N#It's still technically in beta, but Microsoft has just rolled out a f...	
RT @smartmobile: Microsoft launches its Windows Phone Marketplace in 13 new locations: Microsoft announced today that it openin... htt ...	
RT @WP7Torqed: Corning Gorilla Glass 2 announced at CES2012: #N#Microsoft have recently posted this YouTube video, It shows off C... http: ...	
Sci Tech Watch: Windows Phone enthusiasts take Microsoft to task ...	
RT @Tech_Channel: Microsoft Sued For Collecting WP7 Location Data Without Consent: While Apple has been catching much of the flak ... ht ...	
RT @pdparticle: You know what I really like about WP7?Unlike Google, Microsoft thought of a new and unique UI.	
Microsoft unveils 'Tango' Windows Phone update (without ever using the codename)	
I wonder how much money Microsoft is losing due to the "Smoked by Windows Phone" competition.	
Time for new experiences #apple #HTC #windowsphone #Microsoft	1
RT @edwardsdna: Microsoft & Nokia, a force to be reckoned with RT:@raulpesch: WP7: core functions like calling & messaging surpass iOS h ...	
RT @MicrosoftPress: RT @despos: Anybody interested in looking at a WinPhone chapter 4 "Architecting Mobile Solutions for the Enterprise" ...	
why only idiots buy windows phone: very rare updates: "after Mango Microsoft has been slacking pretty badly in the update department"	
@johandanforth Guess UX is hardware, software and market in harmony. Microsoft gets one right, Apple all three. #wp7 #fail	
#Microsoft #WP7 We're waiving the $99 registration fee and giving you the first 100 application submissions for free!! Join Dreamspark ;)	
Microsoft pousse le oData. Je suis au #Techdays_ca : build Windows phone 7 app with #oData	
RT @chat2dayuk: Microsoft WINDOWS PHONE 7 launch 9 official devices HTC, Dell, Samsung, LG, | MDFcrew.com: Visit us at www.MDFcrew... ht ...	
microsoft has a big problem with windows phone 7. It sucks to look at in print, it sucks to look at someone else's. Its only good to use.	
RT @Gustavo_rhm: My first #WindowsPhone app, #SitUpTrainer , has been submitted to #Microsoft certification process. Fingers crossed! #wp7nl	
RT @dsworldview: Microsoft's Lees Out as Windows Phone Chief: Andy Lees has been essentially replaced as head of the Windows Phon... htt ...	
@RussB Lets hope they don't come up with Nokia Microsoft Windows Phone 7 N6	
Microsoft Windows Phone 8 details leak	
RT @SyntaxC4: So Did Microsoft miss their January Update Push, or was it rejected by the Carriers? #WP7 @windowsphone	
Microsoft should've kept the traditional Windows logo colors for the WP8 logo. A flat blue is boring. I thought WP8 was supposed to be fun	1
@duarte_vasco Conventional wisdom says never to trust #Microsoft before the 3.1 version is out. Now WP7 busted that one...	
RT @Ladewig: New Microsoft Tag app that supports QR and NFConly available for Android right now. iPhone, #WindowsPhone coming soon. http ...	
RT @MobileTechWorld: OFFICIAL: Windows Phone 7.5 #Mango roll out starting in the in a week or 2 bit.ly/p76o8C #wp7 #windowsphone #microsoft	
Remember how tech pundits laughed at Microsoft when they launched xbox in 2001? #wp7	
RT @kherge: Windows Phone 7 - Lately I've been seeing bloggers talk about how Microsoft Windows Phone 7 is already dead... http://tumb ...	
Wow wow wow, 8.5 billion of $ is a loot of money! #Wp7 #Xbox #Microsoft #Skype #voip	
RT @nzben: If Microsoft and Nokia can't sell #WP7 on a device like this (#N9), then Houston, We Have A Problem.	
RUMOR: Microsoft to buy Nokia smartphone division. Samsung, HTC and LG to stop giving fucks about Windows Phone altogether.	
RT @TechGuido: To be a true geek, follow great concepts. Code what you believe in. #Microsoft #WindowsPhone	1
Impressed with all of the new #Microsoft releases announced today at #CES #Surface table, tablets, PCs, WIndows Phone 7 and Kinect	
Those smoked by windows phone challenges are really doing a good job for mind share. Good job Microsoft.	
RT @iMedicalApps: iPhone medical app developers being recruited by Microsoft to fill their medical section for Windows Phone 7 http://co ...	
For the first time in probably forever, Microsoft is displaying a keener aesthetic eye than Apple with both Windows 8 and Windows Phone 7...	
My cell phone has not gotten the "Mango" update. I feel like I'm missing out on some fruit-themed #Microsoft party. #WP7	
Wow. The WindowsPhone site is horrendous! Sets expectation (or the lack of) on the OS. Microsoft still doesn't get it.	
Microsoft's earning call is scheduled for today right? I wonder if they would finally discuss #WP7 numbers. And I mean actual sales.	
Great season for Microsoft! Windows Phone 7, Explorer 9 and Office 2011 for Mac.	
Microsoft looks to be ready to roll out its Lync unified communications client for Windows Phone, iPhone, Android, Symbian and the iPad on ?	
Microsoft set to quietly quash homebrew on Windows Phone (Alex Wilhelm/The Next Web)	
Windows Phone 7: Microsoft now brings long game loading times to your phone!	
RT @slashplus2 - [/.jp]It is inquired about the sale quantity of Microsoft and Windows Phone 7 not answering: It has been said eg... ...	
Microsoft proudly says that Windows Phones are the only phones with "thousands of apps." While Apple & Google tout hundreds of thousands.	
